video_id,titulo,descrição,data_publicacao,Visualizações,Likes,Comentários,Taxa de Engajamento,thumbnail_url,youtube_url
4lD0-1Uplms,Loreen - Tattoo (Official Lyric Video),"Winner of the Swedish Melodifestival 2023
More Loreen: https://bio.to/loreenID

Lyrics:

I don't wanna go
But baby we both know
This is not our time
It’s time to say goodbye
Until we meet again
Cuz th",2023-02-25,149228696,913854,12625,0.62,https://i.ytimg.com/vi/4lD0-1Uplms/hqdefault.jpg,https://www.youtube.com/watch?v=4lD0-1Uplms
qN4ooNx77u0,Harry Styles - Sign of the Times (Official Video),"Official music video for ”Sign of the Times” by Harry Styles
Listen to Harry Styles: https://HarryStyles.lnk.to/listenYD 
Watch more videos by Harry Styles: https://HarryStyles.lnk.to/listenYD/youtube",2017-05-08,1422785071,9319261,286449,0.68,https://i.ytimg.com/vi/qN4ooNx77u0/hqdefault.jpg,https://www.youtube.com/watch?v=qN4ooNx77u0
2Abk1jAONjw,Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis,"MAYHEM OUT NOW
http://ladygaga.com 

Follow Lady Gaga:
Facebook: https://www.facebook.com/ladygaga 
Instagram: https://www.instagram.com/ladygaga 
TikTok: https://www.tiktok.com/@ladygaga 
Twitter: ht",2009-06-17,484512513,2272601,93653,0.49,https://i.ytimg.com/vi/2Abk1jAONjw/hqdefault.jpg,https://www.youtube.com/watch?v=2Abk1jAONjw
DJUyPfe5akU,Kelsie Kimberlin-Sucker (Official Music Video),"Way too many relationships are one-sided where a partner is taken for granted, or treated shitty.   That is what provided the grist for my new song ""Sucker,"" because I felt like a sucker when I put re",2025-05-16,667256,228,24,0.04,https://i.ytimg.com/vi/DJUyPfe5akU/hqdefault.jpg,https://www.youtube.com/watch?v=DJUyPfe5akU
J3UjJ4wKLkg,Rihanna - Take A Bow,"REMASTERED IN HD!
Get Rihanna’s eighth studio album ANTI now:
Download on TIDAL: http://smarturl.it/downloadANTI
Stream on TIDAL: http://smarturl.it/streamANTIdlx
Download on iTunes: http://smarturl.i",2009-11-30,762121863,2640864,69176,0.36,https://i.ytimg.com/vi/J3UjJ4wKLkg/hqdefault.jpg,https://www.youtube.com/watch?v=J3UjJ4wKLkg
Uq9gPaIzbe8,"Sam Smith, Kim Petras - Unholy (Official Music Video)","Stay up to date with Sam: https://bio.to/SamSmithID
Subscribe to Sam’s Mailing list: https://samsmith.world/Signup

Follow Sam Smith:
Instagram: https://www.instagram.com/samsmith/
Facebook: https://w",2022-09-30,286647422,3482663,82967,1.24,https://i.ytimg.com/vi/Uq9gPaIzbe8/hqdefault.jpg,https://www.youtube.com/watch?v=Uq9gPaIzbe8
RB-RcX5DS5A,Coldplay - The Scientist (Official 4K Video),"Coldplay's tenth studio album Moon Music available to listen/ buy now! https://coldplay.lnk.to/MoonMusic 🌙

Coldplay - The Scientist is taken from the album A Rush of Blood to the Head released in 200",2011-05-27,1285842727,6421786,142235,0.51,https://i.ytimg.com/vi/RB-RcX5DS5A/hqdefault.jpg,https://www.youtube.com/watch?v=RB-RcX5DS5A
e-fA-gBCkj0,Bruno Mars - Locked Out Of Heaven (Official Music Video),"The official music video for Bruno Mars' ""Locked Out Of Heaven"" from the album 'Unorthodox Jukebox'.

Directed by Cameron Duddy & Bruno Mars 

🔔 Subscribe for the latest official music videos, live pe",2012-10-15,1167922751,7317527,185854,0.64,https://i.ytimg.com/vi/e-fA-gBCkj0/hqdefault.jpg,https://www.youtube.com/watch?v=e-fA-gBCkj0
Qt2mbGP6vFI,Phil Collins - Another Day In Paradise (Official Music Video),"""Another Day In Paradise"" was the first single to be released from Phil Collins' #1 1989 album ""...But Seriously'.

Stream: https://PhilCollins.lnk.to/Stream 

🔔 Subscribe to Phil Collins' YouTube cha",2010-05-10,608881116,3045164,83382,0.51,https://i.ytimg.com/vi/Qt2mbGP6vFI/hqdefault.jpg,https://www.youtube.com/watch?v=Qt2mbGP6vFI
pZ1NdE69VTs,ROSÉ - number one girl (official music video),"ROSÉ - number one girl
download/stream: http://rosesarerosie.lnk.to/numberonegirlID

'rosie' - the first studio album by ROSÉ - out now
download/stream: http://rosesarerosie.lnk.to/rosieID

ROSÉ stor",2024-11-22,109473586,2456559,135942,2.37,https://i.ytimg.com/vi/pZ1NdE69VTs/hqdefault.jpg,https://www.youtube.com/watch?v=pZ1NdE69VTs
qeMFqkcPYcg,"Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video)","Eurythmics - Sweet Dreams (Are Made Of This) (Official Video)
Stream Eurythmics here: https://eurythmics.lnk.to/Playlists
Subscribe to Eurythmics' YouTube Channel: https://eurythmics.lnk.to/YouTube
 
",2009-10-25,1067836478,8052036,250522,0.78,https://i.ytimg.com/vi/qeMFqkcPYcg/hqdefault.jpg,https://www.youtube.com/watch?v=qeMFqkcPYcg
DeumyOzKqgI,Adele - Skyfall (Official Lyric Video),"Adele's official lyric video for her single ‘Skyfall'. 

As featured in the film 'Skyfall'. Click to buy/listen: http://smarturl.it/AdeleSkyfall
 
Follow Adele
Website: http://adele.com 
Faceboo",2012-10-18,745437350,5183882,167322,0.72,https://i.ytimg.com/vi/DeumyOzKqgI/hqdefault.jpg,https://www.youtube.com/watch?v=DeumyOzKqgI
mk48xRzuNvA,The Script - Hall of Fame (Official Video) ft. will.i.am,"The Script - Hall Of Fame (Official Video) ft. will.i.am
Listen to The Script's Greatest Hits here: https://TheScript.lnk.to/GreatestHits
Subscribe to The Script's Youtube Channel: https://TheScript",2012-08-22,620177567,5223072,162962,0.87,https://i.ytimg.com/vi/mk48xRzuNvA/hqdefault.jpg,https://www.youtube.com/watch?v=mk48xRzuNvA
kLbn61Z4LDI,Sabrina Carpenter - Feather (Official Video),"Sabrina Carpenter - Feather (Official Video)

Stream Feather here: https://SabrinaCarpenter.lnk.to/Feather

Stream emails i can't send fwd: here: https://SabrinaCarpenter.lnk.to/EICSF

Stream emails i",2023-10-31,137482873,1455473,35796,1.08,https://i.ytimg.com/vi/kLbn61Z4LDI/hqdefault.jpg,https://www.youtube.com/watch?v=kLbn61Z4LDI
XpqqjU7u5Yc,Bee Gees - How Deep Is Your Love (Official Video),"Bee Gees official music video for ""How Deep Is Your Love"" from the Saturday Night Fever Soundtrack, now remastered in HD. Subscribe for more videos: https://beegees.lnk.to/subscribe

Watch more Bee Ge",2009-10-27,704936134,3615280,110463,0.53,https://i.ytimg.com/vi/XpqqjU7u5Yc/hqdefault.jpg,https://www.youtube.com/watch?v=XpqqjU7u5Yc
wXhTHyIgQ_U,Post Malone - Circles (Official Music Video),"Official music video for “Circles” by Post Malone. Off his album ""Hollywood's Bleeding."" Get the song here: https://PostMalone.lnk.to/hollywoodsbleedingYD

►Subscribe for more: https://postmalone.lnk.",2019-09-03,745056583,5598526,128572,0.77,https://i.ytimg.com/vi/wXhTHyIgQ_U/hqdefault.jpg,https://www.youtube.com/watch?v=wXhTHyIgQ_U
mNEUkkoUoIA,OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video],"‘Artificial Paradise' featuring “I Ain’t Worried” available now: https://onerepublic.lnk.to/ArtificialParadise 

Stream OneRepublic’s “I Ain’t Worried” from ‘Top Gun: Maverick’: 
http://OneRepublic.ln",2022-05-13,417372271,2789868,32157,0.68,https://i.ytimg.com/vi/mNEUkkoUoIA/hqdefault.jpg,https://www.youtube.com/watch?v=mNEUkkoUoIA
9p9EauIOPm8,Myles Smith - Stargazing (Take My Heart Don’t Break It) - Visualiser,"Myles Smith - Stargazing (Take My Heart Don’t Break It) - Visualiser

Listen to ‘Stargazing’ here - https://MylesSmith.lnk.to/StargazingAY

You Promised A Lifetime, my debut EP - https://MylesSmith.ln",2024-05-17,32325069,257898,3431,0.81,https://i.ytimg.com/vi/9p9EauIOPm8/hqdefault.jpg,https://www.youtube.com/watch?v=9p9EauIOPm8
ZSM3w1v-A_Y,Timbaland - Apologize ft. OneRepublic,"REMASTERED IN HD!
For the latest Timbaland music, download King Stays King | Available now: bit.ly/KingStaysKingTimbo

Follow Timbaland!

Facebook: www.facebook.com/Timbaland
Twitter: twitter.com/Timb",2009-06-17,808950742,4824289,112778,0.61,https://i.ytimg.com/vi/ZSM3w1v-A_Y/hqdefault.jpg,https://www.youtube.com/watch?v=ZSM3w1v-A_Y
4NRXx6U8ABQ,The Weeknd - Blinding Lights (Official Video),"Official music video for The Weeknd ""Blinding Lights"" - available everywhere now: http://theweeknd.co/blindinglightsYD

►Subscribe to The Weeknd on YouTube: http://theweeknd.co/subscribeYD 

►Get excl",2020-01-21,949507782,10805833,324300,1.17,https://i.ytimg.com/vi/4NRXx6U8ABQ/hqdefault.jpg,https://www.youtube.com/watch?v=4NRXx6U8ABQ
5GL9JoH4Sws,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,"“Work from Home” by Fifth Harmony feat. Ty Dolla $ign
Listen to Fifth Harmony: https://FifthHarmony.lnk.to/listenYD
 
Watch more Fifth Harmony videos: https://FifthHarmony.lnk.to/listenYC/youtube
 
Su",2016-02-26,2985212279,12877171,478981,0.45,https://i.ytimg.com/vi/5GL9JoH4Sws/hqdefault.jpg,https://www.youtube.com/watch?v=5GL9JoH4Sws
suAR1PYFNYA,Dua Lipa - Houdini (Official Music Video),"Listen to 'Radical Optimism', the new album here: https://dualipa.lnk.to/radicaloptimism
Listen to Houdini: https://dualipa.lnk.to/houdini

Subscribe to the Dua Lipa channel for all the best and lates",2023-11-09,213897371,1518621,52076,0.73,https://i.ytimg.com/vi/suAR1PYFNYA/hqdefault.jpg,https://www.youtube.com/watch?v=suAR1PYFNYA
wYfvVSvdL9o,"Robin Barnes - Hey Na (Iko Iko) ft. Big Freedia, HaSizzle, Kings of Brass (Official Music Video)","Adapter: Robin Barnes @RobinBarnes 
Songwriters: Barbara Ann Hawkins, Rosa Lee Hawkins, Joan Marie Johnson, and James Crawford
Co-Producers: Robin Barnes, Shea Pierre, Misha Kachkachishvili @Esplanade",2025-03-12,25461,74,42,0.46,https://i.ytimg.com/vi/wYfvVSvdL9o/hqdefault.jpg,https://www.youtube.com/watch?v=wYfvVSvdL9o
2vjPBrBU-TM,Sia - Chandelier (Official Video),"Sia's official music video for ""Chandelier""
Listen to more by Sia: https://sia.lnk.to/listenYD
Watch more Sia videos: https://sia.lnk.to/listenYD/youtube

Subscribe to the official Sia YouTube channel",2014-05-06,2843845251,13619833,606335,0.5,https://i.ytimg.com/vi/2vjPBrBU-TM/hqdefault.jpg,https://www.youtube.com/watch?v=2vjPBrBU-TM
LDY_XyxBu8A,SZA - Snooze (Official Video),"SZA’s New Album “SOS” // Available Everywhere Now!
Listen Here // https://sza.lnk.to/SOS  

A PRETTYBIRD Production
Directed by Bradley J. Calder
Written by SZA and Bradley J. Calder
Featuring Justin ",2023-08-25,110137698,1120894,32588,1.05,https://i.ytimg.com/vi/LDY_XyxBu8A/hqdefault.jpg,https://www.youtube.com/watch?v=LDY_XyxBu8A
aatr_2MstrI,Clean Bandit - Symphony (feat. Zara Larsson) [Official Video],"Listen to our new song Don't Leave Me Lonely! https://cleanbandit.lnk.to/dont-leave-me-lonelyIN

Creative Director - Grace
Director - Jack
Drone cinematography - Luke
Cinematography - Anya & Dasha 

D",2017-03-17,1398733667,8385931,223124,0.62,https://i.ytimg.com/vi/aatr_2MstrI/hqdefault.jpg,https://www.youtube.com/watch?v=aatr_2MstrI
cW8VLC9nnTo,Billie Eilish - What Was I Made For? (Official Music Video),"Listen to “What Was I Made For?”, out now: https://BillieEilish.lnk.to/WhatWasIM...

Directed by Billie Eilish

Follow Billie Eilish:
Facebook: https://BillieEilish.lnk.to/Facebook
Instagram: https://",2023-07-13,223559248,3252157,97660,1.5,https://i.ytimg.com/vi/cW8VLC9nnTo/hqdefault.jpg,https://www.youtube.com/watch?v=cW8VLC9nnTo
lAhHNCfA7NI,Alexandra Stan - Mr. Saxobeat (Official Video),"This track is super hot and also our weekly new releases. Discover them here https://orcd.co/7q02ea8

Listen to our hottest music track | Novedad musical: http://bit.ly/BestSongOTW 
Subscribe to Blanc",2010-11-26,389838584,1562316,67200,0.42,https://i.ytimg.com/vi/lAhHNCfA7NI/hqdefault.jpg,https://www.youtube.com/watch?v=lAhHNCfA7NI
U3ASj1L6_sY,Adele - Easy On Me (Official Video),"Official Video for ""Easy On Me"" by Adele.
Shop the ""Adele"" collection here: http://shop.adele.com

Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM
Amazon Music: http://Adele.lnk.to/EOM/AmazonMusi",2021-10-14,409539008,7061195,252446,1.79,https://i.ytimg.com/vi/U3ASj1L6_sY/hqdefault.jpg,https://www.youtube.com/watch?v=U3ASj1L6_sY
C-u5WLJ9Yk4,Britney Spears - ...Baby One More Time (Official Video),"Watch the official music video for ""...Baby One More Time"" by Britney Spears
Listen to Britney Spears: https://BritneySpears.lnk.to/listenYD

Subscribe to the official Britney Spears YouTube channel: ",2009-10-25,1082902908,5962513,214912,0.57,https://i.ytimg.com/vi/C-u5WLJ9Yk4/hqdefault.jpg,https://www.youtube.com/watch?v=C-u5WLJ9Yk4
eA0lHNZ1KCA,ROSÉ - toxic till the end (OFFICIAL MUSIC VIDEO),"'rosie' - the first studio album by ROSÉ - out now
download/stream: http://rosesarerosie.lnk.to/rosieID

ROSÉ store exclusive 'rosie' vinyl, cd's, and more available now: http://rosesarerosie.lnk.to/s",2024-12-06,103118417,2454888,108522,2.49,https://i.ytimg.com/vi/eA0lHNZ1KCA/hqdefault.jpg,https://www.youtube.com/watch?v=eA0lHNZ1KCA
ogoIxkPjRts,Air Supply - Making Love Out Of Nothing At All (Official HD Video),"Air Supply's official HD music video for 'Making Love Out Of Nothing At All'. Click to listen to Air Supply on Spotify: http://smarturl.it/AirSupplySpotify?I...

As featured on Ultimate Air Supply. Cl",2011-03-23,438273104,2299835,55754,0.54,https://i.ytimg.com/vi/ogoIxkPjRts/hqdefault.jpg,https://www.youtube.com/watch?v=ogoIxkPjRts
EgT_us6AsDg,Selena Gomez & The Scene - Love You Like A Love Song,"Take a walk down memory lane today with some of Selena Gomez's biggest videos on the SELENA GOMEZ COMPLETE playlist! Watch here: http://hollywoodrecs.co/SelenaGomez/Vevo?IQid=sgVEVO

A YEAR WITHOUT RA",2011-06-24,802411803,5655665,262035,0.74,https://i.ytimg.com/vi/EgT_us6AsDg/hqdefault.jpg,https://www.youtube.com/watch?v=EgT_us6AsDg
vMLk_T0PPbk,"Black Eyed Peas, Shakira - GIRL LIKE ME (Official Music Video)","Official Video for ""GIRL LIKE ME"" by Black Eyed Peas

Listen to Black Eyed Peas: https://blackeyedpeas.lnk.to/listenID
Watch more videos by Black Eyed Peas: https://blackeyedpeas.lnk.to/listenID/youtu",2020-12-04,851520699,6090522,227846,0.74,https://i.ytimg.com/vi/vMLk_T0PPbk/hqdefault.jpg,https://www.youtube.com/watch?v=vMLk_T0PPbk
YcSP1ZUf1eQ,Sabrina Carpenter - Nonsense (Official Video),"Sabrina Carpenter - Nonsense (Official Video)
Stream emails i can’t send here: https://sabrinacarpenter.lnk.to/EICS
 
Director: Danica Kleinknecht
Production Company: Ecorse
Executive Producer: Jeff K",2022-11-11,138150241,1027081,18251,0.76,https://i.ytimg.com/vi/YcSP1ZUf1eQ/hqdefault.jpg,https://www.youtube.com/watch?v=YcSP1ZUf1eQ
kTJczUoc26U,"The Kid LAROI, Justin Bieber - STAY (Official Video)","Official video for “Stay” by The Kid LAROI & Justin Bieber.
 
Listen & Download “Stay” out now: https://thekidlaroi.lnk.to/Stay
 
Amazon Music - https://thekidlaroi.lnk.to/Stay/amazonmusic
Apple Music",2021-07-09,1022145614,12088008,287695,1.21,https://i.ytimg.com/vi/kTJczUoc26U/hqdefault.jpg,https://www.youtube.com/watch?v=kTJczUoc26U
47YClVMlthI,Justin Bieber - Confident ft. Chance The Rapper,Music video by Justin Bieber performing Confident ft. Chance The Rapper. (C) 2014 The Island Def Jam Music Group,2014-01-30,362482591,3307294,187065,0.96,https://i.ytimg.com/vi/47YClVMlthI/hqdefault.jpg,https://www.youtube.com/watch?v=47YClVMlthI
mkCaf6tuhGM,"MIRA - Ring, Ring | Official Video","🎵 Stream or download ""Ring, Ring"" here: https://ffm.to/ringringmira
📱 Create a viral TikTok: https://www.tiktok.com/music/Ring-Ring-7354399084983191569
🔔 Subscribe to my channel: https://bit.ly/Subscr",2024-04-09,16413071,32733,506,0.2,https://i.ytimg.com/vi/mkCaf6tuhGM/hqdefault.jpg,https://www.youtube.com/watch?v=mkCaf6tuhGM
d73tiBBzvFM,Ace of Base - All That She Wants (Official Music Video),"Taken from the album ""The Sign"" /"" Happy Nation"". Produced in November 1992 by director Matt Broadley. Expand for links and lyrics.
▶️  Stream / Download: https://ace-of-base.ffm.to/the-sign.OYD
⏭ See",2010-10-16,214040637,1575238,36470,0.75,https://i.ytimg.com/vi/d73tiBBzvFM/hqdefault.jpg,https://www.youtube.com/watch?v=d73tiBBzvFM
PEM0Vs8jf1w,JVKE - golden hour (official music video),"It was just 2 lovers, 
Sittin in the car 
Listening to Blonde
Fallin for eachother
pink & orange skies,
Feelin super childish
No donald glover 
Missed call from my mother
Like Where u at tonight
Got n",2022-10-12,270687240,3610312,91395,1.37,https://i.ytimg.com/vi/PEM0Vs8jf1w/hqdefault.jpg,https://www.youtube.com/watch?v=PEM0Vs8jf1w
5vheNbQlsyU,Lady Gaga - Always Remember Us This Way (from A Star Is Born) (Official Music Video),"Listen to brand new music from Bradley Cooper & Lady Gaga from the 'A Star Is Born' Soundtrack: http://smarturl.it/ASIBSoundtrack

Get tickets to see the film:
US: http://www.astarisbornmovie.com/#/Ge",2018-11-09,662454208,3576512,75515,0.55,https://i.ytimg.com/vi/5vheNbQlsyU/hqdefault.jpg,https://www.youtube.com/watch?v=5vheNbQlsyU
av5JD1dfj_c,"Sam Smith, Normani - Dancing With A Stranger (Official Music Video)","Dancing With A Stranger (Official Music Video)

The official 'Dancing With A Stranger' music video.

Get the latest news for Sam Smith: https://bio.to/SamSmithID

Lyrics:
I don’t want to be alone toni",2019-01-29,936982484,3711192,53977,0.4,https://i.ytimg.com/vi/av5JD1dfj_c/hqdefault.jpg,https://www.youtube.com/watch?v=av5JD1dfj_c
dvgZkm1xWPE,Coldplay - Viva La Vida (Official Video),"Coldplay's tenth studio album Moon Music available to listen/ buy now! https://coldplay.lnk.to/MoonMusic 🌙

Coldplay - Viva La Vida is taken from the album Viva La Vida or Death and All His Friends re",2008-08-04,989474540,5730665,306370,0.61,https://i.ytimg.com/vi/dvgZkm1xWPE/hqdefault.jpg,https://www.youtube.com/watch?v=dvgZkm1xWPE
OiC1rgCPmUQ,Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video],"Pre-order 'Radical Optimism', the new album here: https://dualipa.lnk.to/radicaloptimism
Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video]
Download/Stream: https://barbiethealb",2023-05-25,206407319,1797599,27440,0.88,https://i.ytimg.com/vi/OiC1rgCPmUQ/hqdefault.jpg,https://www.youtube.com/watch?v=OiC1rgCPmUQ
k2C5TjS2sh4,Roxette - It Must Have Been Love (Official Music Video),"Official music video for Roxette - ""It Must Have Been Love"" from the movie 'Pretty Woman' (1990)

Follow Roxettes Official Spotify Playlist:
https://open.spotify.com/playlist/5njHvoLZkaabXUDGXyg7LY?si",2009-03-04,900573349,3637317,113458,0.42,https://i.ytimg.com/vi/k2C5TjS2sh4/hqdefault.jpg,https://www.youtube.com/watch?v=k2C5TjS2sh4
prmmCg5bKxA,"Sean Kingston, Justin Bieber - Eenie Meenie (Official Video)","""Eenie Meenie"" by Sean Kingston and Justin Beiber
Listen to Sean Kingston: https://SeanKingston.lnk.to/listenYD

Subscribe to the official Sean Kingston YouTube channel: https://SeanKingston.lnk.to/su",2010-04-29,801504135,5722055,203303,0.74,https://i.ytimg.com/vi/prmmCg5bKxA/hqdefault.jpg,https://www.youtube.com/watch?v=prmmCg5bKxA
ViP87WipSm0,La Bouche - Be My Lover (Official Video),"The official video of La Bouche to „Be My Lover“.

You can listen to all songs of La Bouche here: https://bio.to/LaBoucheDC 

Subscribe to the channel and activate notifications: https://www.youtu",2016-02-25,261789455,1708096,22917,0.66,https://i.ytimg.com/vi/ViP87WipSm0/hqdefault.jpg,https://www.youtube.com/watch?v=ViP87WipSm0
XFR7v5ix5hU,Madison Beer - Make You Mine (Official Music Video),"Madison Beer - Make You Mine (Official Music Video)

""Make You Mine"" available at: https://madisonbeer.lnk.to/makeyoumine

Follow Madison:
Instagram: https://www.instagram.com/madisonbeer
Twitter: htt",2024-04-24,96571239,1334003,25743,1.41,https://i.ytimg.com/vi/XFR7v5ix5hU/hqdefault.jpg,https://www.youtube.com/watch?v=XFR7v5ix5hU
Eo-KmOd3i7s,*NSYNC - Bye Bye Bye (Official Video),"Watch the official music video for ""Bye Bye Bye"" by *NSYNC
Listen to *NSYNC: https://NSYNC.lnk.to/listenYD

Subscribe to the official *NSYNC YouTube channel: https://NSYNC.lnk.to/subscribeYD

Watch mo",2009-10-25,550528955,3460578,142208,0.65,https://i.ytimg.com/vi/Eo-KmOd3i7s/hqdefault.jpg,https://www.youtube.com/watch?v=Eo-KmOd3i7s
YBHQbu5rbdQ,Fifth Harmony - Worth It (Official Video) ft. Kid Ink,"“Worth It” by Fifth Harmony
Listen to Fifth Harmony: https://FifthHarmony.lnk.to/listenYD
 
Watch more Fifth Harmony videos: https://FifthHarmony.lnk.to/listenYC/youtube
 
Subscribe to the official Fi",2015-03-28,2370913963,12274617,342158,0.53,https://i.ytimg.com/vi/YBHQbu5rbdQ/hqdefault.jpg,https://www.youtube.com/watch?v=YBHQbu5rbdQ
rSOzN0eihsE,"Akon - Beautiful (Official Music Video) ft. Colby O'Donis, Kardinal Offishall","REMASTERED IN HD!
Watch Akon’s official music videos remastered in HD: https://lnk.to/AkonRemasteredHDID   

Subscribe to the channel to never miss an update: https://lnk.to/AkonYTSubscribeID 

Stream",2009-06-16,544308287,2339077,74876,0.44,https://i.ytimg.com/vi/rSOzN0eihsE/hqdefault.jpg,https://www.youtube.com/watch?v=rSOzN0eihsE
3AyMjyHu1bA,Justin Bieber - Intentions (Official Video (Short Version)) ft. Quavo,"Changes: https://justinbieber.lnk.to/Changes

Watch Official Video:
https://justinbieber.lnk.to/IntentionsVideo

Join Justin Bieber in supporting Alexandria House's mission to help women and children ",2020-02-12,833238574,4470238,72154,0.55,https://i.ytimg.com/vi/3AyMjyHu1bA/hqdefault.jpg,https://www.youtube.com/watch?v=3AyMjyHu1bA
L9C9WiBBeRk,MIRA - Love Again (Lyric Video),"🎵 Stream or download ""Love Again"" here: https://ffm.to/loveagain_mira 
📱 Create a viral TikTok: https://www.tiktok.com/music/Love-Again-7385494652672460816 
🔔 Subscribe to my channel: https://bit.ly/S",2024-06-30,12065969,16930,222,0.14,https://i.ytimg.com/vi/L9C9WiBBeRk/hqdefault.jpg,https://www.youtube.com/watch?v=L9C9WiBBeRk
50VNCymT-Cs,Alec Benjamin - Let Me Down Slowly [Official Music Video],"New album '12 Notes' out now: http://alecbenjamin.lnk.to/12notes

'Narrated For You' available now: https://lnk.to/NarratedForYouID

Director: Matt Swinsky

Follow Alec Benjamin
http://alecbenjamin.co",2018-06-04,651606580,8543367,135486,1.33,https://i.ytimg.com/vi/50VNCymT-Cs/hqdefault.jpg,https://www.youtube.com/watch?v=50VNCymT-Cs
m7Bc3pLyij0,Marshmello ft. Bastille - Happier (Official Music Video),"Marshmello ft. Bastille - Happier (Official Music Video)
Stream/Download: https://marshmello.ffm.to/happier

Add ""Happier"" to your playlist: https://marshmello.ffm.to/mmhappier 
Marshmello Merch & Tou",2018-09-24,1324136337,15743979,779266,1.25,https://i.ytimg.com/vi/m7Bc3pLyij0/hqdefault.jpg,https://www.youtube.com/watch?v=m7Bc3pLyij0
Lp2qcCrdBLA,Modern Talking - Brother Louie (Official Video),"Official Music Video for ""Brother Louie"" by Modern Talking 

Listen to Modern Talking: https://ModernTalking.lnk.to/ListenID 
Subscribe to the newsletter https://moderntalking.lnk.to/FollowAN  


Watc",2009-10-25,446209978,2568058,76850,0.59,https://i.ytimg.com/vi/Lp2qcCrdBLA/hqdefault.jpg,https://www.youtube.com/watch?v=Lp2qcCrdBLA
0Gl2QnHNpkA,Backstreet Boys - As Long As You Love Me (Official HD Video),"Watch the official music video for ""As Long As You Love Me"" by Backstreet Boys - now in HD!
Listen to Backstreet Boys: https://BackstreetBoys.lnk.to/listenYD

Subscribe to the official Backstreet B",2011-05-25,654038546,2723689,80457,0.43,https://i.ytimg.com/vi/0Gl2QnHNpkA/hqdefault.jpg,https://www.youtube.com/watch?v=0Gl2QnHNpkA
QYh6mYIJG2Y,Ariana Grande - 7 rings (Official Video),"Official video by Ariana Grande performing “7 rings” – available now: https://ArianaGrande.lnk.to/tun-albumPV

Subscribe for more official content from Ariana: https://ArianaGrande.lnk.to/subscribeVD
",2019-01-18,1507603858,16456602,736599,1.14,https://i.ytimg.com/vi/QYh6mYIJG2Y/hqdefault.jpg,https://www.youtube.com/watch?v=QYh6mYIJG2Y
YPwtJ89jes4,Kylie Minogue - Can't Get You Out Of My Head (HD),"Official music video for Can't Get You Out Of My Head. Taken from the album, Fever.

Video directed by Dawn Shadforth. Music produced by Cathy Dennis, Rob Davis
 
Kylie's new album Tension II is out n",2015-01-23,23577459,230527,8194,1.01,https://i.ytimg.com/vi/YPwtJ89jes4/hqdefault.jpg,https://www.youtube.com/watch?v=YPwtJ89jes4
HBxt_v0WF6Y,Rihanna - Where Have You Been,"Get Rihanna’s eighth studio album ANTI now:
Download on TIDAL: http://smarturl.it/downloadANTI
Stream on TIDAL: http://smarturl.it/streamANTIdlx
Download on iTunes: http://smarturl.it/dlxANTI
Download",2012-04-30,750314185,3907736,157184,0.54,https://i.ytimg.com/vi/HBxt_v0WF6Y/hqdefault.jpg,https://www.youtube.com/watch?v=HBxt_v0WF6Y
EPo5wWmKEaI,"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer","Official Video for ”Give Me Everything” by Pitbull featuring Ne-Yo, Afrojack & Nayer
Listen to Pitbull: https://Pitbull.lnk.to/listenYD
Watch more videos by Pitbull: https://Pitbull.lnk.to/listenYD/yo",2011-05-06,1261177883,5347694,175209,0.44,https://i.ytimg.com/vi/EPo5wWmKEaI/hqdefault.jpg,https://www.youtube.com/watch?v=EPo5wWmKEaI
uuZE_IRwLNI,Justin Timberlake - Mirrors (Official Video),"Official Video for ”Mirrors” by Justin Timberlake
Listen to Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD
Watch more videos by Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD",2013-03-20,1358345938,6196191,197376,0.47,https://i.ytimg.com/vi/uuZE_IRwLNI/hqdefault.jpg,https://www.youtube.com/watch?v=uuZE_IRwLNI
EScLmWJs82I,Mr.President - Coco Jamboo (1996) [Official Video],"https://youtu.be/p1qNQxJq6Gs?si=Lnf0OeKSUdoLE_AN

MELOMAN VK: https://vk.com/melomanumg
SPOTIFY EURODANCE PLAYLIST: http://bit.ly/Forever90

Mr.President - Coco Jamboo (1996)
(Kai Matthiesen / Rainer ",2014-04-30,328036208,1589297,25546,0.49,https://i.ytimg.com/vi/EScLmWJs82I/hqdefault.jpg,https://www.youtube.com/watch?v=EScLmWJs82I
6GCNUeTFSbA,Maniac,"Provided to YouTube by Universal Music Group

Maniac · Michael Sembello

Flashdance

℗ 1983 UMG Recordings, Inc.

Released on: 1983-04-11

Producer: Phil Ramone
Synth Bass, Producer, Associated Perfor",2018-08-10,237614949,1874137,10394,0.79,https://i.ytimg.com/vi/6GCNUeTFSbA/hqdefault.jpg,https://www.youtube.com/watch?v=6GCNUeTFSbA
